ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,DOB,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,Credit Status
5053636,Female,No,No,0,225000,Pensioner,Higher education,Separated,House / apartment,29-01-1960,1,0,0,0,Unknown,1,Good credit
5149402,Female,No,No,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,23-06-1937,1,0,0,0,Sales staff,3,Good credit
5095554,Female,No,No,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,12-08-1963,1,0,1,0,Unknown,2,Good credit
5067090,Male,No,No,0,180000,Working,Secondary / secondary special,Married,House / apartment,08-05-1937,1,0,1,0,Laborers,2,Good credit
5010865,Male,Yes,Yes,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,02-10-1949,1,0,1,1,Core staff,3,Good credit
5041147,Female,No,Yes,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,13-08-1963,1,0,0,0,Unknown,2,Good credit
5105555,Female,No,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,19-03-1954,1,0,0,0,Laborers,2,Good credit
5136976,Female,No,No,0,306000,State servant,Higher education,Married,House / apartment,15-09-1934,1,0,0,0,Medicine staff,2,Good credit
5058366,Female,No,No,0,90000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,05-02-1955,1,0,0,0,Unknown,1,Good credit
5066458,Female,Yes,Yes,0,135000,Working,Secondary / secondary special,Separated,House / apartment,27-12-1942,1,0,0,0,Laborers,1,Good credit
5045844,Female,Yes,No,0,193500,Working,Secondary / secondary special,Married,House / apartment,16-01-1957,1,0,0,0,Unknown,2,Good credit
5115814,Male,No,Yes,3,180000,Working,Secondary / secondary special,Married,House / apartment,01-04-1939,1,0,0,0,Laborers,5,Good credit
5062362,Female,No,Yes,0,270000,Pensioner,Higher education,Married,House / apartment,25-12-1956,1,0,0,0,Unknown,2,Good credit
5010596,Female,No,Yes,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,08-10-1962,1,0,0,0,Unknown,2,Good credit
5113472,Male,No,Yes,0,202500,Working,Secondary / secondary special,Married,House / apartment,25-07-1952,1,0,1,0,High skill tech staff,2,Good credit
5041535,Female,No,Yes,0,180000,Commercial associate,Secondary / secondary special,Widow,House / apartment,05-04-1954,1,0,1,0,Laborers,1,Good credit
5066617,Female,No,Yes,0,139500,Working,Secondary / secondary special,Married,House / apartment,12-04-1951,1,0,0,1,Cooking staff,2,Good credit
5126751,Male,Yes,No,2,135000,Working,Secondary / secondary special,Married,With parents,07-07-1945,1,0,0,0,Unknown,4,Good credit
5009908,Male,Yes,No,0,202500,Working,Secondary / secondary special,Married,House / apartment,06-05-1952,1,0,0,0,Drivers,2,Good credit
5068337,Female,Yes,Yes,0,112500,Working,Higher education,Married,House / apartment,27-08-1927,1,1,1,0,Laborers,2,Good credit
5105535,Male,Yes,Yes,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,08-08-1955,1,0,1,0,Unknown,1,Good credit
5061724,Female,No,Yes,0,193500,Pensioner,Incomplete higher,Widow,House / apartment,07-07-1966,1,0,0,0,Unknown,1,Good credit
5028919,Female,Yes,Yes,0,112500,Working,Secondary / secondary special,Married,House / apartment,04-02-1947,1,0,0,0,Sales staff,2,Good credit
5035627,Male,Yes,Yes,0,337500,Working,Higher education,Married,House / apartment,31-07-1949,1,0,0,0,Managers,2,Good credit
5074705,Female,No,Yes,0,157500,Working,Higher education,Single / not married,House / apartment,15-11-1960,1,0,0,0,Laborers,1,Good credit
5114061,Male,Yes,No,1,193500,Working,Higher education,Married,House / apartment,03-02-1949,1,1,1,0,Unknown,3,Good credit
5100373,Female,No,Yes,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,05-03-1935,1,0,0,0,Core staff,4,Good credit
5112765,Female,Yes,No,1,315000,Commercial associate,Higher education,Married,House / apartment,08-03-1930,1,1,1,1,Unknown,3,Good credit
5045439,Male,Yes,Yes,0,180000,Pensioner,Higher education,Married,House / apartment,18-06-1964,1,0,0,0,Unknown,2,Good credit
5113922,Female,No,No,0,90000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,11-04-1964,1,0,0,0,Unknown,1,Good credit
5037125,Male,Yes,No,0,180000,Working,Higher education,Married,With parents,07-12-1931,1,0,1,0,Core staff,2,Good credit
5029538,Female,No,Yes,0,112500,Working,Higher education,Civil marriage,House / apartment,30-12-1934,1,0,0,0,Core staff,2,Good credit
5010078,Male,Yes,No,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,09-04-1934,1,0,0,0,Cleaning staff,4,Good credit
5085861,Female,No,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,28-10-1949,1,0,0,0,Cleaning staff,2,Good credit
5009146,Male,Yes,No,0,315000,Working,Higher education,Married,House / apartment,29-04-1943,1,1,1,0,Managers,2,Good credit
5149433,Female,Yes,Yes,0,112500,Working,Secondary / secondary special,Widow,House / apartment,13-08-1953,1,0,0,0,Unknown,1,Good credit
5061753,Female,No,Yes,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,24-01-1963,1,0,1,0,Unknown,2,Good credit
5143009,Male,Yes,No,1,99000,Pensioner,Secondary / secondary special,Married,House / apartment,05-03-1951,1,0,1,0,Unknown,3,Good credit
5079017,Male,Yes,Yes,2,900000,Commercial associate,Higher education,Married,House / apartment,27-01-1927,1,0,0,0,Managers,4,Good credit
5096318,Male,Yes,No,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,20-01-1926,1,0,0,0,Core staff,1,Good credit
5038615,Female,No,No,1,112500,Commercial associate,Higher education,Married,With parents,04-10-1933,1,0,0,0,Core staff,3,Good credit
5047670,Female,No,No,1,180000,State servant,Higher education,Married,House / apartment,08-07-1938,1,1,1,1,Core staff,3,Good credit
5044987,Female,No,Yes,0,141750,Pensioner,Higher education,Married,House / apartment,13-09-1955,1,0,1,0,Unknown,2,Good credit
5036828,Female,No,Yes,0,180000,Working,Higher education,Married,House / apartment,01-08-1952,1,0,0,0,Sales staff,2,Good credit
5139892,Female,No,Yes,0,112500,State servant,Secondary / secondary special,Civil marriage,House / apartment,09-08-1950,1,0,1,0,Medicine staff,2,Good credit
5135446,Female,No,Yes,1,225000,Working,Secondary / secondary special,Married,With parents,22-06-1927,1,0,0,0,Cleaning staff,3,Good credit
5095586,Female,No,No,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,18-01-1924,1,1,0,1,Medicine staff,2,Good credit
5068963,Male,Yes,No,0,202500,Working,Higher education,Married,House / apartment,24-07-1941,1,0,0,0,Unknown,2,Good credit
5022047,Male,Yes,Yes,0,135000,Working,Secondary / secondary special,Married,Office apartment,02-11-1940,1,1,1,0,Drivers,2,Good credit
5048121,Male,Yes,Yes,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,06-02-1933,1,0,1,0,Unknown,4,Good credit
5117219,Female,No,Yes,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,29-05-1930,1,0,0,0,Core staff,2,Good credit
5009821,Female,Yes,No,0,99000,Working,Secondary / secondary special,Married,House / apartment,29-09-1940,1,0,1,0,Cooking staff,2,Good credit
5033500,Male,No,Yes,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,15-02-1948,1,0,0,0,Laborers,2,Good credit
5058281,Female,No,Yes,0,306000,Commercial associate,Higher education,Married,House / apartment,13-10-1940,1,1,1,1,Unknown,2,Good credit
5054373,Female,No,No,0,148500,Pensioner,Secondary / secondary special,Widow,House / apartment,25-09-1956,1,0,1,0,Unknown,1,Good credit
5142988,Female,No,No,1,135000,Working,Higher education,Married,House / apartment,05-12-1928,1,1,0,0,Core staff,3,Good credit
5137229,Male,Yes,No,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,23-07-1938,1,1,0,0,Drivers,2,Good credit
5113373,Female,No,Yes,1,180000,Pensioner,Higher education,Married,House / apartment,17-12-1951,1,0,1,0,Unknown,3,Good credit
5053152,Female,No,Yes,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,01-02-1965,1,0,0,0,Unknown,1,Good credit
5090386,Female,No,Yes,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,18-12-1958,1,0,0,0,Core staff,1,Good credit
5142899,Female,No,No,0,112500,Commercial associate,Higher education,Single / not married,With parents,12-10-1924,1,0,0,0,Laborers,1,Good credit
5113510,Male,Yes,Yes,0,180000,Working,Secondary / secondary special,Married,House / apartment,09-01-1947,1,0,0,0,Laborers,2,Good credit
5091457,Female,No,Yes,2,103500,Working,Secondary / secondary special,Married,House / apartment,27-12-1942,1,1,1,0,Medicine staff,4,Good credit
5009791,Female,No,No,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,27-03-1960,1,0,1,0,Unknown,1,Good credit
5149484,Female,Yes,Yes,1,135000,Commercial associate,Higher education,Married,House / apartment,16-11-1930,1,0,0,0,Unknown,3,Good credit
5092221,Male,No,No,0,67500,State servant,Secondary / secondary special,Married,House / apartment,27-11-1931,1,0,0,0,Laborers,2,Good credit
5067003,Male,Yes,Yes,0,202500,Working,Secondary / secondary special,Married,House / apartment,04-05-1951,1,0,1,0,Laborers,2,Good credit
5023838,Female,Yes,No,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,18-03-1954,1,0,1,0,Core staff,2,Good credit
5095433,Female,No,Yes,0,292500,Working,Higher education,Married,House / apartment,16-05-1951,1,0,0,0,High skill tech staff,2,Good credit
5033797,Female,Yes,Yes,0,148500,Commercial associate,Secondary / secondary special,Married,Office apartment,01-11-1946,1,0,0,0,Core staff,2,Good credit
5022803,Female,Yes,Yes,0,202500,Working,Higher education,Widow,House / apartment,05-11-1932,1,0,0,0,Managers,1,Good credit
5104953,Male,Yes,Yes,0,180000,Working,Secondary / secondary special,Married,House / apartment,14-05-1959,1,0,0,0,Drivers,2,Good credit
5100098,Female,No,Yes,0,90000,Working,Secondary / secondary special,Married,House / apartment,15-09-1929,1,0,0,0,Unknown,2,Good credit
5091792,Male,Yes,Yes,1,135000,Working,Secondary / secondary special,Married,House / apartment,28-08-1941,1,1,0,0,Low-skill Laborers,3,Good credit
5149805,Female,No,Yes,0,135000,State servant,Incomplete higher,Single / not married,With parents,11-01-1927,1,0,1,1,Unknown,1,Good credit
5089681,Female,No,No,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,15-06-1927,1,1,0,0,Unknown,2,Good credit
5052678,Female,No,Yes,1,135000,Working,Higher education,Married,House / apartment,10-10-1942,1,1,1,0,High skill tech staff,3,Good credit
5116809,Female,No,Yes,0,112500,Working,Secondary / secondary special,Married,House / apartment,12-04-1950,1,0,0,0,High skill tech staff,2,Good credit
5143353,Male,Yes,No,0,135000,Working,Secondary / secondary special,Married,House / apartment,16-12-1928,1,1,0,0,Sales staff,2,Good credit
5090232,Female,No,Yes,0,135000,Working,Secondary / secondary special,Widow,House / apartment,02-03-1960,1,0,0,0,High skill tech staff,1,Good credit
5117095,Male,Yes,Yes,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,10-05-1938,1,0,0,0,Unknown,2,Good credit
5088987,Female,No,No,2,171000,Working,Secondary / secondary special,Married,House / apartment,12-01-1940,1,1,1,0,Core staff,4,Good credit
5021584,Female,No,No,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,25-09-1935,1,0,0,0,Cooking staff,3,Good credit
5009291,Female,No,No,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,13-06-1941,1,0,1,0,Cleaning staff,2,Good credit
5051007,Female,No,No,0,306000,Commercial associate,Higher education,Married,House / apartment,24-04-1929,1,0,0,0,Managers,2,Good credit
5024263,Female,Yes,No,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,01-04-1958,1,0,1,0,Accountants,2,Good credit
5125771,Female,No,Yes,0,112500,Working,Secondary / secondary special,Married,House / apartment,15-12-1963,1,0,0,0,Unknown,2,Good credit
5021879,Male,Yes,No,2,112500,Working,Secondary / secondary special,Married,House / apartment,07-11-1935,1,0,1,0,Laborers,4,Good credit
5137247,Female,No,No,0,90000,Working,Secondary / secondary special,Married,House / apartment,07-07-1947,1,1,1,0,Secretaries,2,Good credit
5096336,Female,Yes,No,0,153000,Pensioner,Secondary / secondary special,Widow,House / apartment,29-10-1964,1,0,1,0,Unknown,1,Good credit
5061762,Female,Yes,No,1,135000,Working,Higher education,Married,Rented apartment,31-10-1930,1,0,0,1,Accountants,3,Good credit
5069117,Female,No,Yes,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,02-05-1956,1,0,0,0,Unknown,1,Good credit
5009579,Female,No,No,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,11-05-1958,1,0,0,0,Unknown,2,Good credit
5048319,Female,No,No,0,90000,Working,Higher education,Separated,House / apartment,03-12-1959,1,0,0,0,Core staff,1,Good credit
5023389,Male,Yes,Yes,2,157500,Commercial associate,Higher education,Married,House / apartment,21-01-1937,1,0,0,0,Core staff,4,Good credit
5143457,Male,Yes,Yes,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,11-08-1932,1,0,0,0,High skill tech staff,2,Good credit
5089225,Male,No,No,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,16-01-1963,1,0,1,0,Unknown,2,Good credit
5069257,Female,Yes,Yes,1,67500,Working,Secondary / secondary special,Married,House / apartment,06-02-1935,1,0,1,1,Laborers,3,Good credit
5044939,Male,No,Yes,2,360000,State servant,Higher education,Married,House / apartment,17-11-1943,1,0,1,0,Managers,4,Good credit
5022730,Male,Yes,No,3,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,13-10-1941,1,0,0,0,Managers,5,Good credit
5149413,Female,No,Yes,2,315000,Commercial associate,Higher education,Married,House / apartment,10-12-1929,1,0,1,0,Managers,4,Good credit
5062745,Female,No,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,28-02-1941,1,0,1,0,Cleaning staff,2,Good credit
5105565,Male,No,Yes,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,24-03-1963,1,0,1,0,Unknown,2,Good credit
5114544,Female,No,Yes,0,166500,Working,Incomplete higher,Married,House / apartment,20-07-1929,1,0,0,1,Laborers,2,Good credit
5100352,Male,No,No,0,180000,Working,Secondary / secondary special,Married,House / apartment,27-12-1942,1,1,1,0,Laborers,2,Good credit
5078841,Male,No,Yes,0,225000,Working,Secondary / secondary special,Married,House / apartment,28-07-1955,1,0,0,0,Medicine staff,2,Good credit
5117392,Female,No,No,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,23-03-1948,1,0,0,0,Accountants,1,Good credit
5022189,Female,No,No,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,13-07-1941,1,0,0,0,High skill tech staff,2,Good credit
5105422,Female,No,Yes,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,05-07-1950,1,0,0,0,Unknown,1,Good credit
5143453,Male,Yes,Yes,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,11-08-1932,1,0,0,0,High skill tech staff,2,Good credit
5067832,Female,Yes,Yes,0,315000,Working,Higher education,Married,House / apartment,11-07-1958,1,0,0,1,Unknown,2,Good credit
5090995,Male,Yes,Yes,0,405000,Working,Higher education,Married,House / apartment,05-04-1928,1,1,1,1,Managers,2,Good credit
5089512,Female,Yes,No,1,405000,Working,Secondary / secondary special,Married,Rented apartment,22-10-1937,1,1,1,1,Core staff,3,Good credit
5116373,Female,No,No,1,90000,Working,Secondary / secondary special,Married,With parents,18-08-1927,1,0,0,0,Unknown,3,Good credit
5149106,Male,No,Yes,2,270000,Working,Secondary / secondary special,Married,House / apartment,10-03-1934,1,0,0,0,Security staff,4,Good credit
5091737,Female,Yes,Yes,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,15-04-1940,1,0,0,0,Sales staff,1,Good credit
5052620,Male,Yes,Yes,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,09-10-1943,1,0,1,0,High skill tech staff,3,Good credit
5087819,Male,No,Yes,2,112500,Working,Secondary / secondary special,Married,House / apartment,23-03-1943,1,0,0,0,Security staff,4,Good credit
5139757,Male,Yes,Yes,0,337500,Working,Higher education,Married,House / apartment,30-11-1964,1,0,0,0,Laborers,2,Good credit
5113639,Female,No,No,0,135000,Pensioner,Higher education,Married,Municipal apartment,07-12-1953,1,0,0,0,Unknown,2,Good credit
5052811,Female,No,Yes,0,117000,Working,Secondary / secondary special,Married,House / apartment,22-01-1947,1,0,0,0,Managers,2,Good credit
5095751,Female,No,No,0,202500,Working,Secondary / secondary special,Married,With parents,26-03-1935,1,1,1,0,Managers,2,Good credit
5096785,Female,Yes,Yes,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,28-03-1966,1,0,0,0,Unknown,2,Good credit
5062286,Male,No,Yes,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,13-11-1922,1,1,0,1,Core staff,2,Good credit
5090805,Female,No,No,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,12-01-1946,1,0,0,0,Unknown,1,Good credit
5079075,Female,No,Yes,0,216000,Working,Secondary / secondary special,Married,House / apartment,16-08-1942,1,1,0,0,Core staff,2,Good credit
5146447,Female,No,Yes,0,135000,Working,Secondary / secondary special,Widow,House / apartment,29-05-1939,1,0,1,0,Managers,1,Good credit
5051008,Female,No,No,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,08-08-1928,1,1,1,1,Realty agents,3,Good credit
5100106,Male,Yes,No,0,81000,Working,Secondary / secondary special,Married,House / apartment,07-05-1948,1,1,1,0,Laborers,2,Good credit
5094896,Male,Yes,Yes,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,13-09-1938,1,0,0,0,Managers,3,Good credit
5050894,Male,Yes,No,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,04-09-1951,1,0,0,0,Unknown,2,Good credit
5054414,Male,No,No,0,225000,Commercial associate,Higher education,Married,With parents,25-08-1935,1,1,0,0,Managers,2,Good credit
5025791,Female,No,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,31-08-1950,1,0,0,0,Core staff,2,Good credit
5067949,Female,No,Yes,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,23-08-1949,1,0,1,1,Unknown,1,Good credit
5142482,Male,Yes,No,2,166500,Commercial associate,Higher education,Married,House / apartment,15-09-1933,1,0,0,0,Core staff,4,Good credit
5041271,Male,No,Yes,0,445500,Commercial associate,Higher education,Separated,House / apartment,31-10-1952,1,0,0,0,Unknown,1,Good credit
5115957,Female,Yes,Yes,0,180000,Working,Secondary / secondary special,Widow,House / apartment,02-06-1942,1,0,0,0,Sales staff,1,Good credit
5010881,Female,No,Yes,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,21-08-1956,1,0,1,0,Unknown,2,Good credit
5029423,Female,No,Yes,1,315000,State servant,Secondary / secondary special,Civil marriage,House / apartment,05-09-1930,1,0,0,1,Core staff,3,Good credit
5105159,Male,No,Yes,2,450000,Commercial associate,Higher education,Married,House / apartment,03-07-1933,1,1,1,0,Managers,4,Good credit
5029610,Female,Yes,Yes,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,04-07-1941,1,0,0,0,Core staff,1,Good credit
5117450,Female,No,No,2,90000,Working,Secondary / secondary special,Married,House / apartment,23-06-1932,1,1,0,0,Unknown,4,Good credit
5143620,Female,No,Yes,0,166500,Pensioner,Secondary / secondary special,Married,House / apartment,16-07-1963,1,0,1,0,Unknown,2,Good credit
5023949,Male,Yes,Yes,1,148500,Working,Secondary / secondary special,Married,House / apartment,17-12-1940,1,0,0,0,Laborers,3,Good credit
5089737,Female,Yes,No,0,135000,Working,Secondary / secondary special,Married,House / apartment,17-01-1952,1,1,1,0,Cleaning staff,2,Good credit
5143402,Male,Yes,Yes,0,144000,Commercial associate,Higher education,Married,House / apartment,03-10-1952,1,0,1,0,Managers,2,Good credit
5041921,Male,No,No,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,27-12-1942,1,0,1,0,Unknown,2,Good credit
5136909,Male,No,No,1,360000,Working,Secondary / secondary special,Married,House / apartment,25-09-1941,1,1,0,1,Managers,3,Good credit
5143596,Female,No,No,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,12-11-1931,1,1,0,0,Waiters/barmen staff,2,Good credit
5095939,Male,No,No,0,157500,Working,Secondary / secondary special,Married,House / apartment,22-06-1947,1,0,1,0,Managers,2,Good credit
5113343,Male,No,Yes,2,135000,Working,Secondary / secondary special,Married,House / apartment,19-05-1931,1,0,0,0,Laborers,4,Good credit
5142920,Female,No,No,1,292500,Working,Incomplete higher,Married,House / apartment,04-02-1934,1,1,1,0,Sales staff,3,Good credit
5114294,Female,No,No,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,28-10-1952,1,1,0,0,Unknown,1,Good credit
5088055,Female,No,Yes,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,08-02-1949,1,0,0,0,Medicine staff,1,Good credit
5142815,Male,Yes,No,0,126000,Commercial associate,Incomplete higher,Married,House / apartment,11-05-1928,1,0,1,0,Laborers,2,Good credit
5054460,Male,Yes,No,1,135000,Working,Secondary / secondary special,Married,House / apartment,02-11-1951,1,0,1,0,Laborers,3,Good credit
5113134,Female,No,Yes,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,22-10-1959,1,0,0,0,Unknown,1,Good credit
5069380,Male,No,Yes,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,07-10-1945,1,0,0,0,High skill tech staff,1,Good credit
5065798,Female,No,Yes,0,44550,Pensioner,Secondary / secondary special,Married,House / apartment,22-09-1962,1,0,0,0,Unknown,2,Good credit
5036396,Female,Yes,Yes,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,20-06-1937,1,0,0,0,Cooking staff,2,Good credit
5148535,Female,No,Yes,1,157500,Working,Secondary / secondary special,Married,House / apartment,02-09-1928,1,0,1,0,Unknown,3,Good credit
5105436,Male,No,Yes,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,23-04-1939,1,0,0,0,Unknown,4,Good credit
5105412,Female,No,Yes,2,135000,Working,Secondary / secondary special,Married,House / apartment,07-12-1934,1,0,0,0,Unknown,4,Good credit
5026177,Male,Yes,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,26-06-1952,1,1,0,0,Laborers,2,Good credit
5142584,Male,Yes,Yes,0,301500,Working,Secondary / secondary special,Married,Rented apartment,30-08-1924,1,0,0,0,Laborers,2,Good credit
5054297,Female,Yes,No,0,112500,Working,Secondary / secondary special,Married,House / apartment,29-06-1938,1,1,0,0,Cooking staff,2,Good credit
5118108,Male,Yes,No,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,25-09-1922,1,1,0,0,Laborers,1,Good credit
5054106,Female,No,No,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,27-11-1958,1,0,0,0,Unknown,1,Good credit
5010683,Male,Yes,Yes,0,292500,Working,Higher education,Married,House / apartment,10-03-1928,1,0,0,0,Managers,2,Good credit
5045850,Female,Yes,Yes,2,315000,Commercial associate,Higher education,Married,With parents,21-07-1934,1,0,0,0,Managers,4,Good credit
5058371,Female,No,Yes,0,117000,Working,Secondary / secondary special,Married,House / apartment,28-10-1947,1,1,1,0,Unknown,2,Good credit
5068147,Female,No,Yes,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,18-12-1955,1,0,0,0,Unknown,1,Good credit
5137187,Female,Yes,No,0,67500,Working,Secondary / secondary special,Married,House / apartment,23-03-1931,1,1,0,0,Unknown,2,Good credit
5139859,Male,Yes,Yes,0,189000,Pensioner,Secondary / secondary special,Separated,House / apartment,14-10-1954,1,0,0,0,Unknown,1,Good credit
5095873,Female,No,No,0,202500,Working,Higher education,Civil marriage,House / apartment,29-11-1941,1,1,1,0,Core staff,2,Good credit
5126809,Male,No,Yes,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,24-03-1929,1,0,1,1,Laborers,3,Good credit
5096604,Female,Yes,No,1,225000,Working,Higher education,Civil marriage,House / apartment,13-01-1937,1,1,1,0,Core staff,3,Good credit
5036765,Female,No,No,1,112500,Working,Secondary / secondary special,Married,House / apartment,19-02-1935,1,0,0,1,Laborers,3,Good credit
5091880,Female,Yes,Yes,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,19-07-1950,1,0,0,0,Accountants,2,Good credit
5090082,Male,No,No,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,16-03-1941,1,0,0,0,Unknown,2,Good credit
5061481,Female,No,Yes,1,225000,Commercial associate,Higher education,Married,House / apartment,28-04-1926,1,0,0,1,Managers,3,Good credit
5125235,Female,No,Yes,2,157500,Commercial associate,Higher education,Married,House / apartment,08-09-1937,1,0,0,0,High skill tech staff,4,Good credit
5089474,Male,No,No,0,180000,Working,Higher education,Married,House / apartment,09-04-1939,1,0,0,0,Laborers,2,Good credit
5126021,Female,No,No,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,26-06-1940,1,1,1,0,Core staff,3,Good credit
5114630,Female,No,Yes,0,81000,Working,Secondary / secondary special,Married,House / apartment,14-01-1954,1,1,0,0,Sales staff,2,Good credit
5010225,Female,Yes,Yes,1,90000,State servant,Secondary / secondary special,Married,House / apartment,31-12-1947,1,0,0,0,Medicine staff,3,Good credit
5118526,Female,No,Yes,0,180000,Commercial associate,Higher education,Married,House / apartment,01-10-1960,1,0,0,0,Unknown,2,Good credit
5061340,Female,No,Yes,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,14-07-1966,1,0,0,0,Unknown,1,Good credit
5118527,Female,No,Yes,0,180000,Commercial associate,Higher education,Married,House / apartment,01-10-1960,1,0,0,0,Unknown,2,Good credit
5090186,Male,Yes,Yes,0,450000,Pensioner,Higher education,Married,House / apartment,15-03-1964,1,0,0,0,Unknown,2,Good credit
5089596,Male,Yes,No,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11-05-1938,1,0,0,0,Managers,2,Good credit
5066865,Female,No,Yes,2,54000,Working,Secondary / secondary special,Married,House / apartment,12-02-1927,1,0,0,0,Sales staff,4,Good credit
5061832,Female,No,Yes,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,01-12-1961,1,0,0,0,Unknown,2,Good credit
5009941,Female,No,Yes,2,157500,Working,Secondary / secondary special,Married,House / apartment,27-04-1929,1,0,0,0,Sales staff,4,Good credit
5052731,Female,No,Yes,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,24-10-1937,1,0,0,0,Laborers,2,Good credit
5137175,Female,No,No,0,225000,Working,Secondary / secondary special,Married,House / apartment,22-02-1955,1,1,1,0,Sales staff,2,Good credit
5045614,Male,Yes,Yes,1,360000,Working,Higher education,Married,House / apartment,03-08-1942,1,0,0,0,Drivers,3,Good credit
5067926,Female,No,Yes,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,07-04-1962,1,0,0,0,Unknown,1,Good credit
5047870,Male,Yes,Yes,1,292500,Commercial associate,Higher education,Married,House / apartment,30-05-1934,1,0,0,0,Unknown,3,Good credit
5025161,Male,No,No,0,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,14-04-1934,1,0,0,0,Laborers,2,Good credit
5145694,Male,Yes,Yes,0,225000,Working,Higher education,Single / not married,With parents,08-11-1925,1,1,1,0,Unknown,1,Good credit
5113455,Female,No,Yes,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,30-08-1949,1,0,0,0,Laborers,3,Good credit
5150164,Female,No,No,0,135000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,23-09-1964,1,0,1,0,Unknown,1,Good credit
